src_app,target_app,src_event_index,target_label,src_class,target_class,src_type,target_type,target_event_index,src_text,src_id,src_content_desc,src_hint,target_text,target_id,target_content_desc,target_hint,bert
Expense2,Expense2-Expense4,5.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,4.0,save,save expense,,,oct,date picker month,,,0.6343165636062622
Expense2,Expense2-Expense4,5.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,4.0,save,save expense,,,,date picker day,,,0.6426829695701599
Expense2,Expense2-Expense4,5.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,4.0,save,save expense,,,,date picker year,,,0.641366183757782
Expense2,Expense2-Expense4,5.0,wrong,android.widget.Button,android.view.View,clickable,clickable,4.0,save,save expense,,,,animator,october,,0.5253326892852783
Expense2,Expense2-Expense4,5.0,wrong,android.widget.Button,android.view.View,clickable,clickable,4.0,save,save expense,,,,animator,october select,,0.7124511003494263
Expense2,Expense2-Expense4,5.0,wrong,android.widget.Button,android.view.View,clickable,clickable,4.0,save,save expense,,,,animator,,,0.6230190992355347
Expense2,Expense2-Expense4,5.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,4.0,save,save expense,,,cancel,button,,,0.7143974304199219
Expense4,Expense4-Expense3,0.0,correct,android.widget.Button,android.widget.TextView,clickable,clickable,1.0,add income,btn add income,,,income,,,,0.6598612666130066
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,add income,btn add income,,,,,open navigation drawer,,0.6486010551452637
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,add income,btn add income,,,today budget,view,,,0.6927444934844971
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,add income,btn add income,,,,current money,,,0.6511996984481812
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,add income,btn add income,,,daily amount,view,,,0.7452178001403809
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,add income,btn add income,,,,daily amount,,,0.6785526871681213
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,add income,btn add income,,,,image button,,,0.7137860059738159
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,add income,btn add income,,,,image button,,,0.7137860059738159
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1.0,add income,btn add income,,,,,close navigation drawer,,0.6700016260147095
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,1.0,add income,btn add income,,,home,,,,0.5575629472732544
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,1.0,add income,btn add income,,,history,,,,0.5528180003166199
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,1.0,add income,btn add income,,,expense,,,,0.66941237449646
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,1.0,add income,btn add income,,,setting,,,,0.6411722302436829
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,2.0,add income,btn add income,,,add income,button,,,0.844205379486084
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,2.0,add income,btn add income,,,income,,,,0.6598612666130066
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,2.0,add income,btn add income,,,,,navigate,,0.5965430736541748
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,2.0,add income,btn add income,,,name,edit text,,,0.7403203845024109
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,2.0,add income,btn add income,,,monthly,,,,0.5272828936576843
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,2.0,add income,btn add income,,,amount,edit text,,,0.7875108122825623
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,2.0,add income,btn add income,,,total income,,,,0.5459975004196167
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,2.0,add income,btn add income,,,,total income view,,,0.7654006481170654
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,2.0,add income,btn add income,,,currently income,,,,0.7183242440223694
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,2.0,add income,btn add income,,,list,,,,0.6117120981216431
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,4.0,add income,btn add income,,,gra,edit text,,,0.7246624827384949
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,4.0,add income,btn add income,,,amount,edit text,,,0.7875108122825623
Expense4,Expense4-Expense3,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,6.0,add income,btn add income,,,,edit text,,,0.7170153856277466
Expense4,Expense4-Expense3,1.0,correct,android.widget.TextView,android.widget.Button,clickable,clickable,2.0,,action do,add,,add income,button,,,0.8342331647872925
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,,open navigation drawer,,0.6915279030799866
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,today budget,view,,,0.7223538160324097
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,current money,,,0.6465716361999512
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,daily amount,view,,,0.7951728105545044
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,daily amount,,,0.7279517650604248
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,image button,,,0.7664763927459717
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,image button,,,0.7664763927459717
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,income,,,,0.6412386894226074
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1.0,,action do,add,,,,close navigation drawer,,0.7476292848587036
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,home,,,,0.557913064956665
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,history,,,,0.5784726738929749
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,expense,,,,0.7422575950622559
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,setting,,,,0.7675555944442749
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,income,,,,0.6412386894226074
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,2.0,,action do,add,,,,navigate,,0.7288396954536438
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,,action do,add,,name,edit text,,,0.7476546764373779
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,monthly,,,,0.5948727130889893
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,,action do,add,,amount,edit text,,,0.7938644886016846
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,total income,,,,0.4265148937702179
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,,total income view,,,0.7058033347129822
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,currently income,,,,0.7359564900398254
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,list,,,,0.6541066765785217
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,4.0,,action do,add,,gra,edit text,,,0.7348003387451172
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,4.0,,action do,add,,amount,edit text,,,0.7938644886016846
Expense4,Expense4-Expense3,1.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,6.0,,action do,add,,,edit text,,,0.7241800427436829
Expense4,Expense4-Expense3,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,3.0,,et price,,,name,edit text,,,0.580424964427948
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et price,,,,,open navigation drawer,,0.5252219438552856
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et price,,,today budget,view,,,0.6381712555885315
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et price,,,,current money,,,0.6027995347976685
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et price,,,,daily amount,,,0.6913108229637146
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et price,,,,image button,,,0.6589963436126709
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et price,,,,image button,,,0.6589963436126709
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,1.0,,et price,,,income,,,,0.7035627365112305
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,et price,,,,,close navigation drawer,,0.6009305119514465
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,2.0,,et price,,,add income,button,,,0.6754988431930542
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,,et price,,,income,,,,0.7035627365112305
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,2.0,,et price,,,,,navigate,,0.6537715196609497
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,et price,,,amount,edit text,,,0.6027683615684509
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,,et price,,,total income,,,,0.5095832347869873
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,,et price,,,,total income view,,,0.668571412563324
Expense4,Expense4-Expense3,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,4.0,,et price,,,amount,edit text,,,0.6027683615684509
Expense4,Expense4-Expense3,3.0,correct,android.widget.TextView,android.widget.Button,clickable,clickable,4.0,,action do,add,,add income,button,,,0.8342331647872925
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,,open navigation drawer,,0.6915279030799866
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,today budget,view,,,0.7223538160324097
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,current money,,,0.6465716361999512
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,daily amount,view,,,0.7951728105545044
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,daily amount,,,0.7279517650604248
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,image button,,,0.7664763927459717
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,image button,,,0.7664763927459717
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,income,,,,0.6412386894226074
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1.0,,action do,add,,,,close navigation drawer,,0.7476292848587036
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,home,,,,0.557913064956665
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,history,,,,0.5784726738929749
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,expense,,,,0.7422575950622559
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,setting,,,,0.7675555944442749
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,income,,,,0.6412386894226074
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,2.0,,action do,add,,,,navigate,,0.7288396954536438
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,,action do,add,,name,edit text,,,0.7476546764373779
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,monthly,,,,0.5948727130889893
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,,action do,add,,amount,edit text,,,0.7938644886016846
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,total income,,,,0.4265148937702179
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,,total income view,,,0.7058033347129822
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,currently income,,,,0.7359564900398254
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,list,,,,0.6541066765785217
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,4.0,,action do,add,,gra,edit text,,,0.7348003387451172
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,4.0,,action do,add,,amount,edit text,,,0.7938644886016846
Expense4,Expense4-Expense3,3.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,6.0,,action do,add,,,edit text,,,0.7241800427436829
Expense4,Expense4-Expense3,4.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,5.0,,et title,,,amount,edit text,,,0.7512617111206055
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et title,,,,,open navigation drawer,,0.6558777093887329
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et title,,,today budget,view,,,0.7388370633125305
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et title,,,,current money,,,0.7266021966934204
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et title,,,,daily amount,,,0.7754709124565125
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et title,,,,image button,,,0.7451272010803223
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et title,,,,image button,,,0.7451272010803223
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,1.0,,et title,,,income,,,,0.7070939540863037
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,et title,,,,,close navigation drawer,,0.7128527164459229
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,2.0,,et title,,,add income,button,,,0.7379408478736877
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,,et title,,,income,,,,0.7070939540863037
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,2.0,,et title,,,,,navigate,,0.6936224699020386
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,et title,,,name,edit text,,,0.7649855017662048
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,et title,,,amount,edit text,,,0.7512617111206055
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,,et title,,,total income,,,,0.5169112086296082
Expense4,Expense4-Expense3,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,,et title,,,,total income view,,,0.7378956079483032
Expense4,Expense4-Expense3,6.0,correct,android.widget.TextView,android.widget.Button,clickable,clickable,6.0,,action do,add,,add income,button,,,0.8342331647872925
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,,open navigation drawer,,0.6915279030799866
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,today budget,view,,,0.7223538160324097
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,current money,,,0.6465716361999512
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,daily amount,view,,,0.7951728105545044
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,daily amount,,,0.7279517650604248
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,image button,,,0.7664763927459717
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,image button,,,0.7664763927459717
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,income,,,,0.6412386894226074
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1.0,,action do,add,,,,close navigation drawer,,0.7476292848587036
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,home,,,,0.557913064956665
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,history,,,,0.5784726738929749
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,expense,,,,0.7422575950622559
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,setting,,,,0.7675555944442749
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,income,,,,0.6412386894226074
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,2.0,,action do,add,,,,navigate,,0.7288396954536438
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,,action do,add,,name,edit text,,,0.7476546764373779
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,monthly,,,,0.5948727130889893
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,,action do,add,,amount,edit text,,,0.7938644886016846
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,total income,,,,0.4265148937702179
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2.0,,action do,add,,,total income view,,,0.7058033347129822
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,currently income,,,,0.7359564900398254
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,,action do,add,,list,,,,0.6541066765785217
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,4.0,,action do,add,,gra,edit text,,,0.7348003387451172
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,4.0,,action do,add,,amount,edit text,,,0.7938644886016846
Expense4,Expense4-Expense3,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,6.0,,action do,add,,,edit text,,,0.7241800427436829
Note2,Note2-Note3,0.0,correct,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0.0,,new note,new note,,,fab expand menu button,,,0.5835262537002563
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0.0,,new note,new note,,writeily pro,,,,0.5762735605239868
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.ImageView,clickable,clickable,0.0,,new note,new note,,,search button,search,,0.5494359135627747
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.ImageView,clickable,clickable,0.0,,new note,new note,,,,option,,0.5959921479225159
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,new note,new note,,file,note fragment section,,,0.6806718707084656
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,new note,new note,,note,note title,,,0.8356038928031921
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,new note,new note,,last modify pm,note extra,,,0.724858283996582
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,new note,new note,,to do,note title,,,0.7506210803985596
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,new note,new note,,last modify pm,note extra,,,0.724858283996582
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,1.0,,new note,new note,,,create note,,,0.6335880756378174
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,1.0,,new note,new note,,,create folder,,,0.544808030128479
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2.0,,new note,new note,,title,edit note title,,,0.7575605511665344
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,2.0,,new note,new note,,,action share,share,,0.6025741696357727
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,2.0,,new note,new note,,,action preview,preview,,0.6032922863960266
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,2.0,,new note,new note,,,,navigate,,0.5261363983154297
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2.0,,new note,new note,,,note content,,,0.8102234601974487
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,2.0,,new note,new note,,,keyboard shortcut,,,0.6506597995758057
Note2,Note2-Note3,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,4.0,,new note,new note,,note,note content,,,0.8040065765380859
Note2,Note2-Note3,1.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,title,title edit,,,title,edit note title,,,0.9137963652610779
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,title,title edit,,,,fab expand menu button,,,0.650482714176178
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,title,title edit,,,writeily pro,,,,0.6124644875526428
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,title,title edit,,,,search button,search,,0.60667884349823
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,title,title edit,,,,,option,,0.5971493124961853
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,title,title edit,,,file,note fragment section,,,0.6579059958457947
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,title,title edit,,,note,note title,,,0.7163931131362915
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,title,title edit,,,last modify pm,note extra,,,0.6972699165344238
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,title,title edit,,,last modify pm,note extra,,,0.6972699165344238
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,title,title edit,,,,create note,,,0.6409919261932373
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,title,title edit,,,,create folder,,,0.5779855847358704
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,title,title edit,,,,action share,share,,0.6189512014389038
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,title,title edit,,,,action preview,preview,,0.689376711845398
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,2.0,title,title edit,,,,,navigate,,0.5605752468109131
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,title,title edit,,,,note content,,,0.7272578477859497
Note2,Note2-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,title,title edit,,,,keyboard shortcut,,,0.6998293399810791
Note2,Note2-Note3,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,3.0,note,body edit,,,,note content,,,0.801334023475647
Note2,Note2-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,note,body edit,,,,fab expand menu button,,,0.66811203956604
Note2,Note2-Note3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,note,body edit,,,writeily pro,,,,0.6815009117126465
Note2,Note2-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,note,body edit,,,,search button,search,,0.627571702003479
Note2,Note2-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,note,body edit,,,,,option,,0.6140350699424744
