src_app,target_app,src_event_index,target_label,src_class,target_class,src_type,target_type,target_event_index,src_text,src_id,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_activity,src_atm_neighbor,src_file_name,target_text,target_id,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_activity,target_atm_neighbor,target_file_name,edit_distance
Note3,Note3-Note2,4.0,correct,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,3.0,,,navigate,,,,note activity,,,,relative layout edit,,,,,edit activity,,,0.5
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0.0,,,navigate,,,,note activity,,,,new note,new note,,,,main activity,,,0.75
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0.0,,,navigate,,,,note activity,,,swiftnotes,,,,,,main activity,,,0.5499999999999999
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,,navigate,,,,note activity,,,,action search,search,,,,main activity,,,0.47222222222222227
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.ImageView,clickable,clickable,0.0,,,navigate,,,,note activity,,,,,option,,,,main activity,,,0.47222222222222227
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0.0,,,navigate,,,,note activity,,,press add new note,note,,,,,main activity,,,0.7916666666666666
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.ListView,clickable,clickable,0.0,,,navigate,,,,note activity,,,,list view,,,,,main activity,,,0.4166666666666667
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,,navigate,,,,note activity,,,title,title edit,,,,,edit activity,,,0.5499999999999999
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,1.0,,,navigate,,,,note activity,,,,action note colour,note color,,,,edit activity,,,0.7916666666666666
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.ImageView,clickable,clickable,1.0,,,navigate,,,,note activity,,,,relative layout edit,option,,,,edit activity,,,0.5
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,,navigate,,,,note activity,,,note,body edit,,,,,edit activity,,,0.75
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2.0,,,navigate,,,,note activity,,,note,title edit,,,,,edit activity,,,0.75
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,3.0,,,navigate,,,,note activity,,,something,body edit,,,,,edit activity,,,0.5
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4.0,,,navigate,,,,note activity,,,yes,button,,,,,edit activity,,,0.47222222222222227
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,4.0,,,navigate,,,,note activity,,,save change,message,,,,,edit activity,,,0.513888888888889
Note3,Note3-Note2,4.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4.0,,,navigate,,,,note activity,,,no,button,,,,,edit activity,,,0.5833333333333334
Note3,Note3-Note4,0.0,correct,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab expand menu button,,,,,main activity,,,,note menu add,add,,,,main activity,,,0.5833333333333334
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab expand menu button,,,,,main activity,,,pocket note,action bar title,,,,,main activity,,,0.47222222222222227
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.ImageView,clickable,clickable,0.0,,fab expand menu button,,,,,main activity,,,,search button,search,,,,main activity,,,0.6666666666666666
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab expand menu button,,,,,main activity,,,add note,note linearlayout empty,,,,,main activity,,,0.4444444444444444
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.ImageView,clickable,clickable,0.0,,fab expand menu button,,,,,main activity,,,,note imageview sticky,,,,,main activity,,,0.47777777777777775
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,fab expand menu button,,,,,main activity,,,,editor edittext title,,,,,app note edit activity,,,0.3125
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1.0,,fab expand menu button,,,,,main activity,,,pocket note,action bar title,,,,,app note edit activity,,,0.37499999999999994
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,1.0,,fab expand menu button,,,,,main activity,,,,editor button pick color,,,,,app note edit activity,,,0.40277777777777773
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,fab expand menu button,,,,,main activity,,,,editor note,,,,,app note edit activity,,,0.2916666666666667
Note3,Note3-Note4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2.0,,fab expand menu button,,,,,main activity,,,note,editor edittext title,,,,,app note edit activity,,,0.3125
Note3,Note3-Note4,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,title,edit note title,,,,,note activity,,,,editor edittext title,,,,,app note edit activity,,,0.7569444444444445
Note3,Note3-Note4,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,title,edit note title,,,,,note activity,,,,note menu add,add,,,,main activity,,,0.375
Note3,Note3-Note4,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,title,edit note title,,,,,note activity,,,pocket note,action bar title,,,,,main activity,,,0.625
Note3,Note3-Note4,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,title,edit note title,,,,,note activity,,,,search button,search,,,,main activity,,,0.2833333333333333
Note3,Note3-Note4,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,title,edit note title,,,,,note activity,,,add note,note linearlayout empty,,,,,main activity,,,0.5944444444444444
Note3,Note3-Note4,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,title,edit note title,,,,,note activity,,,,note imageview sticky,,,,,main activity,,,0.538888888888889
Note3,Note3-Note4,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1.0,title,edit note title,,,,,note activity,,,pocket note,action bar title,,,,,app note edit activity,,,0.8611111111111112
Note3,Note3-Note4,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,title,edit note title,,,,,note activity,,,,editor button pick color,,,,,app note edit activity,,,0.6222222222222223
Note3,Note3-Note4,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,title,edit note title,,,,,note activity,,,,editor note,,,,,app note edit activity,,,0.7222222222222222
Note3,Note3-Note4,3.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,note content,,,,,note activity,,,,editor note,,,,,app note edit activity,,,0.7857142857142857
Note3,Note3-Note4,3.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,note content,,,,,note activity,,,,note menu add,add,,,,main activity,,,0.5714285714285714
Note3,Note3-Note4,3.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,note content,,,,,note activity,,,pocket note,action bar title,,,,,main activity,,,0.7071428571428571
Note3,Note3-Note4,3.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,note content,,,,,note activity,,,,search button,search,,,,main activity,,,0.3214285714285714
Note3,Note3-Note4,3.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,note content,,,,,note activity,,,add note,note linearlayout empty,,,,,main activity,,,0.7916666666666666
Note3,Note3-Note4,3.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,note content,,,,,note activity,,,,note imageview sticky,,,,,main activity,,,0.5634920634920635
Note3,Note3-Note4,3.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,note content,,,,,note activity,,,,editor edittext title,,,,,app note edit activity,,,0.69375
Note3,Note3-Note4,3.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1.0,,note content,,,,,note activity,,,pocket note,action bar title,,,,,app note edit activity,,,0.8571428571428571
Note3,Note3-Note4,3.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,note content,,,,,note activity,,,,editor button pick color,,,,,app note edit activity,,,0.6214285714285714
Note4,Note4-Note2,0.0,correct,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,,new note,new note,,,,main activity,,,0.8125
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,add note,note linearlayout empty,,,,,main activity,,,swiftnotes,,,,,,main activity,,,0.7999999999999999
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,,action search,search,,,,main activity,,,0.5166666666666666
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,,,option,,,,main activity,,,0.7222222222222222
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,add note,note linearlayout empty,,,,,main activity,,,press add new note,note,,,,,main activity,,,0.7380952380952381
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.ListView,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,,list view,,,,,main activity,,,0.5625
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1.0,add note,note linearlayout empty,,,,,main activity,,,title,title edit,,,,,edit activity,,,0.48999999999999994
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,add note,note linearlayout empty,,,,,main activity,,,,action note colour,note color,,,,edit activity,,,0.569047619047619
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,clickable,1.0,add note,note linearlayout empty,,,,,main activity,,,,relative layout edit,option,,,,edit activity,,,0.45555555555555555
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1.0,add note,note linearlayout empty,,,,,main activity,,,,relative layout edit,,,,,edit activity,,,0.48
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1.0,add note,note linearlayout empty,,,,,main activity,,,note,body edit,,,,,edit activity,,,0.58
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,add note,note linearlayout empty,,,,,main activity,,,to do,title edit,,,,,edit activity,,,0.4388888888888889
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,3.0,add note,note linearlayout empty,,,,,main activity,,,go shopping,body edit,,,,,edit activity,,,0.39999999999999997
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,4.0,add note,note linearlayout empty,,,,,main activity,,,yes,button,,,,,edit activity,,,0.4125
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4.0,add note,note linearlayout empty,,,,,main activity,,,save change,message,,,,,edit activity,,,0.4204761904761904
Note4,Note4-Note2,0.0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,4.0,add note,note linearlayout empty,,,,,main activity,,,no,button,,,,,edit activity,,,0.5166666666666666
Note4,Note4-Note2,1.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,editor edittext title,,,,,app note edit activity,,,title,title edit,,,,,edit activity,,,0.8133333333333332
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,,new note,new note,,,,main activity,,,0.59375
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,editor edittext title,,,,,app note edit activity,,,swiftnotes,,,,,,main activity,,,0.5499999999999999
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,,action search,search,,,,main activity,,,0.3166666666666667
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,,,option,,,,main activity,,,0.47222222222222227
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,editor edittext title,,,,,app note edit activity,,,press add new note,note,,,,,main activity,,,0.4440476190476191
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.ListView,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,,list view,,,,,main activity,,,0.4375
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,1.0,,editor edittext title,,,,,app note edit activity,,,,action note colour,note color,,,,edit activity,,,0.5571428571428572
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,1.0,,editor edittext title,,,,,app note edit activity,,,,relative layout edit,option,,,,edit activity,,,0.5416666666666666
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,editor edittext title,,,,,app note edit activity,,,,relative layout edit,,,,,edit activity,,,0.6166666666666666
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,editor edittext title,,,,,app note edit activity,,,note,body edit,,,,,edit activity,,,0.7333333333333333
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4.0,,editor edittext title,,,,,app note edit activity,,,yes,button,,,,,edit activity,,,0.6145833333333334
Note4,Note4-Note2,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,4.0,,editor edittext title,,,,,app note edit activity,,,save change,message,,,,,edit activity,,,0.5119047619047619
Note4,Note4-Note2,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,editor note,,,,,app note edit activity,,,note,body edit,,,,,edit activity,,,0.7833333333333333
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,,new note,new note,,,,main activity,,,0.625
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,editor note,,,,,app note edit activity,,,swiftnotes,,,,,,main activity,,,0.5499999999999999
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,,action search,search,,,,main activity,,,0.3166666666666667
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,,,option,,,,main activity,,,0.47222222222222227
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,editor note,,,,,app note edit activity,,,press add new note,note,,,,,main activity,,,0.5972222222222222
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.ListView,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,,list view,,,,,main activity,,,0.4166666666666667
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,editor note,,,,,app note edit activity,,,title,title edit,,,,,edit activity,,,0.6933333333333332
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,1.0,,editor note,,,,,app note edit activity,,,,action note colour,note color,,,,edit activity,,,0.75
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,1.0,,editor note,,,,,app note edit activity,,,,relative layout edit,option,,,,edit activity,,,0.5416666666666666
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,editor note,,,,,app note edit activity,,,,relative layout edit,,,,,edit activity,,,0.6166666666666666
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4.0,,editor note,,,,,app note edit activity,,,yes,button,,,,,edit activity,,,0.5833333333333334
Note4,Note4-Note2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,4.0,,editor note,,,,,app note edit activity,,,save change,message,,,,,edit activity,,,0.5119047619047619
Note4,Note4-Note3,0.0,correct,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,,fab expand menu button,,,,,main activity,,,0.4444444444444444
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,add note,note linearlayout empty,,,,,main activity,,,writeily pro,,,,,,main activity,,,0.6125
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,,search button,search,,,,main activity,,,0.5166666666666666
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,,,option,,,,main activity,,,0.7222222222222222
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,file,note fragment section,,,,,main activity,,,0.5932539682539683
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,note,note title,,,,,main activity,,,0.8333333333333334
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,0.0,add note,note linearlayout empty,,,,,main activity,,,last modify pm,note extra,,,,note,main activity,,,0.6595238095238096
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1.0,add note,note linearlayout empty,,,,,main activity,,,,create note,,,,,main activity,,ic note light,0.630952380952381
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1.0,add note,note linearlayout empty,,,,,main activity,,,,create folder,,,,,main activity,,ic folder light,0.4404761904761905
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,add note,note linearlayout empty,,,,,main activity,,,title,edit note title,,,,,note activity,,,0.5944444444444444
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,add note,note linearlayout empty,,,,,main activity,,,,action share,share,,,,note activity,,,0.5466666666666667
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,add note,note linearlayout empty,,,,,main activity,,,,action preview,preview,,,,note activity,,,0.5238095238095238
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,2.0,add note,note linearlayout empty,,,,,main activity,,,,,navigate,,,,note activity,,,0.7916666666666666
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2.0,add note,note linearlayout empty,,,,,main activity,,,,note content,,,,,note activity,,,0.7916666666666666
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2.0,add note,note linearlayout empty,,,,,main activity,,,,keyboard shortcut,,,,,note activity,,,0.625
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,3.0,add note,note linearlayout empty,,,,,main activity,,,to do,edit note title,,,,,note activity,,,0.5571428571428572
Note4,Note4-Note3,0.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,4.0,add note,note linearlayout empty,,,,,main activity,,,go shopping,note content,,,,,note activity,,,0.5694444444444444
Note4,Note4-Note3,1.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,editor edittext title,,,,,app note edit activity,,,title,edit note title,,,,,note activity,,,0.7569444444444445
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,,fab expand menu button,,,,,main activity,,,0.3125
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,editor edittext title,,,,,app note edit activity,,,writeily pro,,,,,,main activity,,,0.4479166666666667
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,,search button,search,,,,main activity,,,0.35
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,,,option,,,,main activity,,,0.47222222222222227
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,file,note fragment section,,,,,main activity,,,0.5642857142857143
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,note,note title,,,,,main activity,,,0.7
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,editor edittext title,,,,,app note edit activity,,,last modify pm,note extra,,,,note,main activity,,,0.5035714285714287
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,editor edittext title,,,,,app note edit activity,,,,create note,,,,,main activity,,ic note light,0.4738095238095238
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,editor edittext title,,,,,app note edit activity,,,,create folder,,,,,main activity,,ic folder light,0.3452380952380952
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,,editor edittext title,,,,,app note edit activity,,,,action share,share,,,,note activity,,,0.5133333333333334
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,,editor edittext title,,,,,app note edit activity,,,,action preview,preview,,,,note activity,,,0.519047619047619
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,2.0,,editor edittext title,,,,,app note edit activity,,,,,navigate,,,,note activity,,,0.75
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,editor edittext title,,,,,app note edit activity,,,,note content,,,,,note activity,,,0.69375
Note4,Note4-Note3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,,editor edittext title,,,,,app note edit activity,,,,keyboard shortcut,,,,,note activity,,,0.625
Note4,Note4-Note3,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,3.0,,editor note,,,,,app note edit activity,,,,note content,,,,,note activity,,,0.7857142857142857
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,,fab expand menu button,,,,,main activity,,,0.2916666666666667
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,editor note,,,,,app note edit activity,,,writeily pro,,,,,,main activity,,,0.4166666666666667
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,,search button,search,,,,main activity,,,0.35
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,,,option,,,,main activity,,,0.47222222222222227
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,file,note fragment section,,,,,main activity,,,0.46428571428571425
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,note,note title,,,,,main activity,,,0.7166666666666667
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,editor note,,,,,app note edit activity,,,last modify pm,note extra,,,,note,main activity,,,0.6666666666666666
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,editor note,,,,,app note edit activity,,,,create note,,,,,main activity,,ic note light,0.611111111111111
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,editor note,,,,,app note edit activity,,,,create folder,,,,,main activity,,ic folder light,0.38888888888888884
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,editor note,,,,,app note edit activity,,,title,edit note title,,,,,note activity,,,0.7222222222222222
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,,editor note,,,,,app note edit activity,,,,action share,share,,,,note activity,,,0.5133333333333334
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,,editor note,,,,,app note edit activity,,,,action preview,preview,,,,note activity,,,0.519047619047619
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,2.0,,editor note,,,,,app note edit activity,,,,,navigate,,,,note activity,,,0.7916666666666666
Note4,Note4-Note3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2.0,,editor note,,,,,app note edit activity,,,,keyboard shortcut,,,,,note activity,,,0.625
Shop1,Shop1-Shop2,0.0,correct,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add shopping cart white dp,add new list,name shopping list,,,,,br com vansact main app,,,0.4854497354497354
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0.0,,fab,,,,,main activity,,ic add shopping cart white dp,shopping list,action bar title,,,,,br com vansact main app,,,0.4584656084656085
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add shopping cart white dp,,action add,new list,,,,br com vansact main app,,,0.38822751322751325
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0.0,,fab,,,,,main activity,,ic add shopping cart white dp,,action bar,option,,,,br com vansact main app,,,0.35639880952380953
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,fab,,,,,main activity,,ic add shopping cart white dp,,,,,,,br com vansact main app,new shopping list,,0.3586309523809524
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1.0,,fab,,,,,main activity,,ic add shopping cart white dp,save,alert title,,,,,br com vansact main app,,,0.3313988095238095
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1.0,,fab,,,,,main activity,,ic add shopping cart white dp,new shopping list,message,,,,,br com vansact main app,,,0.33465608465608465
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,1.0,,fab,,,,,main activity,,ic add shopping cart white dp,cancel,button,,,,,br com vansact main app,,,0.3001700680272109
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,1.0,,fab,,,,,main activity,,ic add shopping cart white dp,ok,button,,,,,br com vansact main app,,,0.29081632653061223
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2.0,,fab,,,,,main activity,,ic add shopping cart white dp,grocery,,,,,,br com vansact main app,,,0.314484126984127
Shop1,Shop1-Shop2,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,3.0,,fab,,,,,main activity,,ic add shopping cart white dp,add item,ed description,,,,,br com vansact add item shopping list,,,0.3935305435305435
