src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,2.0,action search,,Search action_search,,android.widget.TextView,clickable,search,,,,,,wrong,activity profile,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,2.0,,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity profile,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,2.0,scroll view,hi,Hi there!,,android.widget.TextView,label,,,,,,,wrong,activity profile,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,2.0,button log,log,Log In,,android.widget.Button,clickable,,,,,,,wrong,activity profile,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,3.0,text email,,text_email,,android.widget.EditText,fillable,,,email,,,,wrong,activity login sign,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,3.0,toolbar title,join u,Join us,,android.widget.TextView,label,,,,,,,wrong,activity login sign,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,3.0,,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity login sign,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,3.0,tab layout,log,Log In,,android.widget.TextView,clickable,,,,,,,wrong,activity login sign,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,3.0,text first name,,text_first_name,,android.widget.EditText,fillable,,,first name,,,,wrong,activity login sign,join,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,3.0,text last name,,text_last_name,,android.widget.EditText,fillable,,,last name,,,,wrong,activity login sign,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,3.0,button sign,create account,Create Account,,android.widget.Button,clickable,,,,,,,wrong,activity login sign,,a35-a33
6.0,password,password,Password,,android.widget.EditText,fillable,,,,,password,,correct,ui activity create account,,a35,7.0,text first name,sealbot,text_first_name,,android.widget.EditText,fillable,,,first name,,,,wrong,activity login sign,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,5.0,text last name,,text_last_name,,android.widget.EditText,fillable,,,last name,,,,correct,activity login sign,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,0.0,root fragment,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity main,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,0.0,icon cart,,ic_basket_grey_24dp Bag icon_cart,ic basket grey dp,android.widget.ImageView,clickable,bag,,,,,,wrong,activity main,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,0.0,toolbar title,feature,Featured,,android.widget.TextView,label,,,,,,,wrong,activity main,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,0.0,action search,,Search action_search,,android.widget.TextView,clickable,search,,,,,,wrong,activity main,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,0.0,image,,,,android.widget.ImageView,clickable,,,,,,,wrong,activity main,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,1.0,design menu item,profile,Profile,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,1.0,email,sign,Sign in,,android.widget.TextView,clickable,,,,,,,wrong,activity main,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,1.0,design navigation view,,,,android.widget.FrameLayout,clickable,,,,,,,wrong,activity main,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,2.0,button sign,join,Join,,android.widget.Button,clickable,,,,,,,wrong,activity profile,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,2.0,icon cart,,ic_basket_grey_24dp Bag icon_cart,ic basket grey dp,android.widget.ImageView,clickable,bag,,,,,,wrong,activity profile,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,2.0,toolbar title,profile,Profile,,android.widget.TextView,label,,,,,,,wrong,activity profile,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,2.0,action search,,Search action_search,,android.widget.TextView,clickable,search,,,,,,wrong,activity profile,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,2.0,,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity profile,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,2.0,scroll view,hi,Hi there!,,android.widget.TextView,label,,,,,,,wrong,activity profile,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,2.0,button log,log,Log In,,android.widget.Button,clickable,,,,,,,wrong,activity profile,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,3.0,text email,,text_email,,android.widget.EditText,fillable,,,email,,,,wrong,activity login sign,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,3.0,toolbar title,join u,Join us,,android.widget.TextView,label,,,,,,,wrong,activity login sign,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,3.0,,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity login sign,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,3.0,tab layout,log,Log In,,android.widget.TextView,clickable,,,,,,,wrong,activity login sign,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,3.0,text first name,,text_first_name,,android.widget.EditText,fillable,,,first name,,,,wrong,activity login sign,join,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,3.0,text password,,text_password,,android.widget.EditText,fillable,,,password,,,,wrong,activity login sign,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,3.0,button sign,create account,Create Account,,android.widget.Button,clickable,,,,,,,wrong,activity login sign,,a35-a33
8.0,last name,last name,Last Name,,android.widget.EditText,fillable,,,,first name,,,correct,ui activity create account,,a35,7.0,text first name,sealbot,text_first_name,,android.widget.EditText,fillable,,,first name,,,,wrong,activity login sign,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,6.0,text first name,,text_first_name,,android.widget.EditText,fillable,,,first name,,,,correct,activity login sign,join,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,0.0,root fragment,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity main,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,0.0,icon cart,,ic_basket_grey_24dp Bag icon_cart,ic basket grey dp,android.widget.ImageView,clickable,bag,,,,,,wrong,activity main,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,0.0,toolbar title,feature,Featured,,android.widget.TextView,label,,,,,,,wrong,activity main,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,0.0,action search,,Search action_search,,android.widget.TextView,clickable,search,,,,,,wrong,activity main,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,0.0,image,,,,android.widget.ImageView,clickable,,,,,,,wrong,activity main,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,1.0,design menu item,profile,Profile,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,1.0,email,sign,Sign in,,android.widget.TextView,clickable,,,,,,,wrong,activity main,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,1.0,design navigation view,,,,android.widget.FrameLayout,clickable,,,,,,,wrong,activity main,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,2.0,button sign,join,Join,,android.widget.Button,clickable,,,,,,,wrong,activity profile,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,2.0,icon cart,,ic_basket_grey_24dp Bag icon_cart,ic basket grey dp,android.widget.ImageView,clickable,bag,,,,,,wrong,activity profile,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,2.0,toolbar title,profile,Profile,,android.widget.TextView,label,,,,,,,wrong,activity profile,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,2.0,action search,,Search action_search,,android.widget.TextView,clickable,search,,,,,,wrong,activity profile,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,2.0,,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity profile,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,2.0,scroll view,hi,Hi there!,,android.widget.TextView,label,,,,,,,wrong,activity profile,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,2.0,button log,log,Log In,,android.widget.Button,clickable,,,,,,,wrong,activity profile,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,3.0,text email,,text_email,,android.widget.EditText,fillable,,,email,,,,wrong,activity login sign,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,3.0,toolbar title,join u,Join us,,android.widget.TextView,label,,,,,,,wrong,activity login sign,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,3.0,,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity login sign,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,3.0,tab layout,log,Log In,,android.widget.TextView,clickable,,,,,,,wrong,activity login sign,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,3.0,text last name,,text_last_name,,android.widget.EditText,fillable,,,last name,,,,wrong,activity login sign,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,3.0,text password,,text_password,,android.widget.EditText,fillable,,,password,,,,wrong,activity login sign,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,3.0,button sign,create account,Create Account,,android.widget.Button,clickable,,,,,,,wrong,activity login sign,,a35-a33
9.0,first name,first name,First Name,,android.widget.EditText,fillable,,,,,first name,,correct,ui activity create account,,a35,7.0,text first name,sealbot,text_first_name,,android.widget.EditText,fillable,,,first name,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,7.0,button sign,create account,Create Account,,android.widget.Button,clickable,,,,,,,correct,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,0.0,root fragment,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,0.0,icon cart,,ic_basket_grey_24dp Bag icon_cart,ic basket grey dp,android.widget.ImageView,clickable,bag,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,0.0,toolbar title,feature,Featured,,android.widget.TextView,label,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,0.0,action search,,Search action_search,,android.widget.TextView,clickable,search,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,0.0,image,,,,android.widget.ImageView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,design menu item,profile,Profile,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,email,sign,Sign in,,android.widget.TextView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,design menu item,feature,Featured,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,design menu item,shop,Shop,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,design menu item,social,Social,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,design menu item,store locator,Store Locator,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,design navigation view,,,,android.widget.FrameLayout,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,design menu item,wishlist,My Wishlist,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,1.0,design menu item,setting,Settings,,android.widget.CheckedTextView,clickable,,,,,,,wrong,activity main,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,button sign,join,Join,,android.widget.Button,clickable,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,icon cart,,ic_basket_grey_24dp Bag icon_cart,ic basket grey dp,android.widget.ImageView,clickable,bag,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,toolbar title,profile,Profile,,android.widget.TextView,label,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,action search,,Search action_search,,android.widget.TextView,clickable,search,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,scroll view,hi,Hi there!,,android.widget.TextView,label,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,scroll view,sign rainbow account,Sign in to your Rainbow account,,android.widget.TextView,label,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,button log,log,Log In,,android.widget.Button,clickable,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,,find store,Find a Store,,android.widget.TextView,clickable,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,,call u,Call Us,,android.widget.TextView,clickable,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,,email u,Email Us,,android.widget.TextView,clickable,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,,return,Returns,,android.widget.TextView,clickable,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,2.0,,faq,FAQ,,android.widget.TextView,clickable,,,,,,,wrong,activity profile,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,3.0,text email,,text_email,,android.widget.EditText,fillable,,,email,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,3.0,toolbar title,join u,Join us,,android.widget.TextView,label,,,,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,3.0,,,,,android.widget.ImageButton,clickable,,,,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,3.0,tab layout,log,Log In,,android.widget.TextView,clickable,,,,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,3.0,tab layout,join,Join,,android.widget.TextView,label,,,,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,3.0,text first name,,text_first_name,,android.widget.EditText,fillable,,,first name,,,,wrong,activity login sign,join,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,3.0,text last name,,text_last_name,,android.widget.EditText,fillable,,,last name,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,3.0,text password,,text_password,,android.widget.EditText,fillable,,,password,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,4.0,text email,pse sxwabw al ne,text_email,,android.widget.EditText,fillable,,,email,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,6.0,text last name,labfellow,text_last_name,,android.widget.EditText,fillable,,,last name,,,,wrong,activity login sign,,a35-a33
11.0,signup button,sign,Sign Up,,android.widget.Button,clickable,,,,agree yelp term service confirm read privacy policy,,,correct,ui activity create account,,a35,7.0,text first name,sealbot,text_first_name,,android.widget.EditText,fillable,,,first name,,,,wrong,activity login sign,,a35-a33
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,folder name,inbox,Inbox 2,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,drawer layout,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,toolbar action new,,New Message toolbar_action_new,,android.widget.TextView,clickable,new message,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,sender,sm study,sm study,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,date,pm,4:24 PM,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,subject,another rabbit hole,Another rabbit hole,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,checkbox,,avatar_placeholder checkbox,avatar placeholder,android.widget.ImageView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,snippet,automate software engineering,Automated Software Engineering,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,sender,  mail ru,ÐÐ¾Ð¼Ð°Ð½Ð´Ð° ÐÐ¾ÑÑÑ Mail.ru,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,subject,   mail ru     ,7 Ð²Ð¾Ð·Ð¼Ð¾Ð¶Ð½Ð¾ÑÑÐµÐ¹ ÐÐ¾ÑÑÑ Mail.ru Ð¾ ÐºÐ¾ÑÐ¾ÑÑÑ ÑÑÐ¾Ð¸Ñ ÑÐ·Ð½Ð°ÑÑ,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,snippet,                                                 ,ÐÐ´ÑÐ°Ð²ÑÑÐ²ÑÐ¹ÑÐµ! ÐÑÐ¾ÑÐ¸ÑÐ°Ð¹ÑÐµ ÑÑÐ¾ Ð¿Ð¸ÑÑÐ¼Ð¾ ÑÑÐ¾Ð±Ñ ÑÐ·Ð½Ð°ÑÑ Ð¾ Ð¿ÑÐµÐ¸Ð¼ÑÑÐµÑÑÐ²Ð°Ñ Ð²Ð°ÑÐµÐ¹ Ð½Ð¾Ð²Ð¾Ð¹ Ð¿Ð¾ÑÑÑ ÐÐ¾Ð´ÑÐ¾Ð±Ð½Ð¾ÑÑÐ¸ Ð²Ð½Ð¸Ð·Ñ ÐÑÑÑÑÑÐ¹ Ð¸ Ð¿ÑÐ¾ÑÑÐ¾Ð¹ Ð¸Ð½ÑÐµÑÑÐµÐ¹Ñ Ð¸ Ð±ÐµÐ·Ð»Ð¸Ð¼Ð¸ÑÐ½Ð¾Ðµ ÑÑÐ°Ð½Ð¸Ð»Ð¸ÑÐµ Ð´Ð»Ñ Ð¿Ð¸ÑÐµÐ¼ Ð¸ Ð²Ð»Ð¾Ð¶ÐµÐ½Ð¸Ð¹ Ð£Ð½Ð¸ÐºÐ°Ð»ÑÐ½ÑÐµ ÑÐµÐ¼Ñ Ð¾ÑÐ¾ÑÐ¼Ð»ÐµÐ½Ð¸Ñ Ñ Ð¿ÑÐ¾Ð³Ð½Ð¾Ð·Ð¾Ð¼ Ð¿Ð¾Ð³Ð¾Ð´Ñ ÑÐµÐ·ÑÐ»ÑÑÐ°ÑÐ°Ð¼Ð¸,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,sender,google community team,Google Community Team,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
0.0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a43,0.0,subject,sm finish set new google account,Sm finish setting up your new Google Account,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a43-a44
